created_at,source,original_text,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,screen_name,followers_count,friends_count,hashtags,user_mentions,place
2021-06-18 20:04:32+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Some good news for Friday. Yesterday we had our highest daily administration of vaccines at over 58,000. On course for up to 330,000 this week. Hospital #Covid19 inpatients down to 52 (24 hospitals with 2 or less), 18 in ICU. As always, let's protect this huge progress @HSELive",0.1555555555555555,0.3711111111111111,en,1907.0,138.0,JP Brennan,jp_brennan,182,435,[],"[{'screen_name': 'paulreiddublin', 'name': 'Paul Reid', 'id': 255147207, 'id_str': '255147207', 'indices': [3, 18]}]","Cork, Ireland"
2021-06-18 20:04:48+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","So glad to join training day for the DC #COVID19 Community Corps

They will be going door to door and attending events to encourage residents to #TakeTheShotDC 

Together, we’ll crush the virus! https://t.co/Q3MPcnZFJL https://t.co/NibVFurhtd",0.625,1.0,en,14.0,4.0,GU Center for Ch Dev,GUUCEDD,678,706,"[{'text': 'COVID19', 'indices': [56, 64]}]","[{'screen_name': 'falcicchio', 'name': 'John J. Falcicchio', 'id': 44704488, 'id_str': '44704488', 'indices': [3, 14]}]","Washington, DC"
2021-06-18 20:05:13+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Yet another amazingly qualified and courageous doctor, Roger Hodkinson, speaks out against the crazy government policy responses to COVID.  I have condensed his 45 minutes on The Hirewire to 6 Twitter size edits, starting with an overview of interventions and vaccines. https://t.co/WcVq32s9WD",3.7007434154171876e-17,0.6333333333333334,en,566.0,373.0,Gerard,BytePedia,324,375,[],"[{'screen_name': 'RealJoelSmalley', 'name': 'Joel Smalley 🌸', 'id': 1086212368575680512, 'id_str': '1086212368575680512', 'indices': [3, 19]}]",UK
2021-06-18 20:05:21+00:00,"<a href=""http://naattuvartha.byethost33.com"" rel=""nofollow"">Naattuvartha</a>",New article: The Erosion of Public Trust and SARS-CoV-2 Vaccines- More Action Is Needed https://t.co/9O0tGqYTMk #coronavirus #COVID19 #2019ncov https://t.co/KKKMh1LXqQ,0.184090909090909,0.2803030303030303,en,0.0,1.0,#StayHome,viralvideovlogs,6857,4582,[],"[{'screen_name': 'PaperbirdsH', 'name': 'Paperbirds_Coronavirus', 'id': 1191745846615957506, 'id_str': '1191745846615957506', 'indices': [3, 15]}]",കേരളം
2021-06-18 20:05:36+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Credit where due,but vulnerable are being left behind. My sister is having chemo for stage 3 cancer in #BeaconHospital.11th week waiting for 2nd jab &amp; no answers. I’m asthmatic &amp; will be fully vaccinated before her- not right @HSELive @DonnellyStephen @paulreiddublin @geraldnash",-0.2085714285714285,0.3471428571428571,en,4.0,4.0,Alice,uber_cutexo,323,1638,"[{'text': 'BeaconHospital', 'indices': [123, 138]}]","[{'screen_name': 'hannnah_greene', 'name': 'Hannah G', 'id': 508640794, 'id_str': '508640794', 'indices': [3, 18]}]",Ireland
2021-06-18 20:05:55+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","""Africa needs millions more doses here &amp; now to curb the third wave.""

In the midst of a third wave of #COVID19 cases in #Africa, Dr @MoetiTshidi calls out for much-needed COVID-19 vaccine doses during this critical time. https://t.co/KUDPXpqq22",0.125,0.325,en,71.0,57.0,Chama Cha Afya ya Jamii Tanzania (TPHA),AfyayaJamiiTz,597,459,"[{'text': 'COVID19', 'indices': [120, 128]}]","[{'screen_name': 'WHOAFRO', 'name': 'WHO African Region', 'id': 544389588, 'id_str': '544389588', 'indices': [3, 11]}]","Dar es Salaam, Tanzania"
2021-06-18 20:05:56+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Governments, the World Health Organisation and NGOs around the world asked Pfizer to ensure that science will win, by letting go of saying that they own the life-saving vaccine recipe. Pfizer has responded by saying that they also own the words “science will win” (not kidding ™️)",0.7,0.7,en,109.0,79.0,kryptonite,mich_shellie,1059,762,[],"[{'screen_name': 'benphillips76', 'name': 'Ben Phillips', 'id': 172325520, 'id_str': '172325520', 'indices': [3, 17]}]","Nairobi, Kenya"
2021-06-18 20:06:02+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","We are dying! Ugandans need the world to stand with them. We need oxygen, PPEs, #COVID19 vaccines and money to pay our over-stretched health workers.
World, we need each other! 

Oxygen failure kills 30 Covid patients at Mulago  https://t.co/o1K0IUGf6Z via @DailyMonitor",-0.2364583333333333,0.3375,en,931.0,520.0,#NBAPlayOffs,renokabachelor,3275,3232,"[{'text': 'COVID19', 'indices': [101, 109]}]","[{'screen_name': 'Winnie_Byanyima', 'name': 'Winnie Byanyima', 'id': 355696940, 'id_str': '355696940', 'indices': [3, 19]}]",Kampala city
2021-06-18 20:06:03+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",.@GovWhitmer announces state will open to full capacity on June 22. More than nine million vaccines administered as new COVID cases fall to one-year low. Read more in a recent update at https://t.co/lAVrdaGV47 and find #COVID19 news in Michigan at https://t.co/niRBexCYOy. https://t.co/lkqgfScVUK,0.2123376623376623,0.4363636363636363,en,419.0,130.0,Michigan Veteran Homes,MiVeteranHomes,21,79,[],"[{'screen_name': 'migovernment', 'name': 'Michigan.gov', 'id': 16780392, 'id_str': '16780392', 'indices': [3, 16]}, {'screen_name': 'GovWhitmer', 'name': 'Governor Gretchen Whitmer', 'id': 102071743, 'id_str': '102071743', 'indices': [19, 30]}]","Michigan, USA"
2021-06-18 20:06:48+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Covid vaccines in healthy young people poses an ethical question as well as a benefit risk question. Is risk of myocarditis in your child worth it “for the greater good” to protect older people,at risks groups already vaccinated? I cannot accept that it’s a fair risk for children",0.3958333333333332,0.4916666666666667,en,55.0,17.0,Síle Chic,Sile_ODriscoll7,153,616,[],"[{'screen_name': 'lizAOBB', 'name': 'DrLizOBrien', 'id': 1296454837052342274, 'id_str': '1296454837052342274', 'indices': [3, 11]}]","Cork, Ireland"
2021-06-18 20:07:06+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","More than 350 medical workers have caught #COVID19 in Indonesia despite being vaccinated with Sinovac and dozens have been hospitalised, as concerns grow about the efficacy of some vaccines against more infectious variants https://t.co/IjM2F5EM4f",0.3333333333333333,0.3333333333333333,en,22.0,18.0,Мориц,LaaaMoritz,46,156,"[{'text': 'COVID19', 'indices': [62, 70]}]","[{'screen_name': 'andreasharsono', 'name': 'Andreas Harsono', 'id': 25250613, 'id_str': '25250613', 'indices': [3, 18]}]",Nederland
2021-06-18 20:08:00+00:00,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Excited to be racing at @roadamerica this weekend. Come on another drive with me to #VaccinEquity &amp; #GoGiveOne to get vaccines to everyone, everywhere. Let's help vaccinate the world against #COVID19 https://t.co/Rg6ZOXLW97 @IndyCar @WHOFoundation @WHO https://t.co/HtrVKKviSQ",0.375,0.75,en,434.0,28.0,Road America,roadamerica,25299,789,"[{'text': 'VaccinEquity', 'indices': [99, 112]}, {'text': 'GoGiveOne', 'indices': [119, 129]}]","[{'screen_name': 'RGrosjean', 'name': 'Romain Grosjean', 'id': 68674747, 'id_str': '68674747', 'indices': [3, 13]}, {'screen_name': 'roadamerica', 'name': 'Road America', 'id': 27930155, 'id_str': '27930155', 'indices': [39, 51]}]","Elkhart Lake, Wisconsin"
2021-06-18 20:08:02+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Delhi preparing for 3rd COVID-19 wave , needs more vaccines - Arvind Kejriwal !

Check it out - https://t.co/mfzmpkArER
#LargestVaccineDrive 
#COVIDSecondWaveInIndia 
#DelhiCovid 
#COVID19 
#KarnatakaFightsCorona 
#Delhi 
#ThirdWave 
#COVID19 
#CovidHelp 
#CovidVaccine https://t.co/YUz2VMrJ2L",0.3125,0.25,en,6.0,42.0,Suraj Choudhary,SurajCh4248417,28,37,[],"[{'screen_name': 'SurajCh4248417', 'name': 'Suraj Choudhary', 'id': 1274388854619791360, 'id_str': '1274388854619791360', 'indices': [3, 18]}]","Mumbai, India"
2021-06-18 20:08:04+00:00,"<a href=""http://naattuvartha.byethost33.com"" rel=""nofollow"">Naattuvartha</a>","Delhi preparing for 3rd COVID-19 wave , needs more vaccines - Arvind Kejriwal !

Check it out - https://t.co/mfzmpkArER
#LargestVaccineDrive 
#COVIDSecondWaveInIndia 
#DelhiCovid 
#COVID19 
#KarnatakaFightsCorona 
#Delhi 
#ThirdWave 
#COVID19 
#CovidHelp 
#CovidVaccine https://t.co/YUz2VMrJ2L",0.3125,0.25,en,6.0,43.0,#StayHome,viralvideovlogs,6857,4582,[],"[{'screen_name': 'SurajCh4248417', 'name': 'Suraj Choudhary', 'id': 1274388854619791360, 'id_str': '1274388854619791360', 'indices': [3, 18]}]",കേരളം
2021-06-18 20:08:18+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@IanAbNe @21WIRE @British_Airways @kmacbean123 If those pilots were recently vaccinated with not sufficiently tested experimental Covid19 vaccines it is every passenger's business!
What if the two pilots of a plane become unwell or get a stroke while flying?",0.0625,0.325,en,11.0,2.0,moet_lass,moetlass,15,56,[],"[{'screen_name': 'ErikGeenen', 'name': 'erik geenen', 'id': 1285785253, 'id_str': '1285785253', 'indices': [3, 14]}, {'screen_name': 'IanAbNe', 'name': 'Ian', 'id': 1089975417061208065, 'id_str': '1089975417061208065', 'indices': [16, 24]}, {'screen_name': '21WIRE', 'name': 'Patrick Henningsen', 'id': 16936686, 'id_str': '16936686', 'indices': [25, 32]}, {'screen_name': 'British_Airways', 'name': 'British Airways', 'id': 18332190, 'id_str': '18332190', 'indices': [33, 49]}, {'screen_name': 'kmacbean123', 'name': 'EyesOpen', 'id': 2700131429, 'id_str': '2700131429', 'indices': [50, 62]}]",Saddleworth Oldham 
2021-06-18 20:08:52+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa. https://t.co/sOgIroihOc",0.1333333333333333,0.4555555555555555,en,385.0,187.0,Neil Laister #FBPE #FBPA #ClimateCrisis #BLM,NeilLaister,2337,4745,[],"[{'screen_name': 'globalhlthtwit', 'name': 'Anthony Costello', 'id': 83440337, 'id_str': '83440337', 'indices': [3, 18]}]","Cambridge, UK"
2021-06-18 20:09:55+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","We are dying! Ugandans need the world to stand with them. We need oxygen, PPEs, #COVID19 vaccines and money to pay our over-stretched health workers.
World, we need each other! 

Oxygen failure kills 30 Covid patients at Mulago  https://t.co/o1K0IUGf6Z via @DailyMonitor",-0.2364583333333333,0.3375,en,932.0,521.0,—•βƗV€Ŧ€•—,piusmwilson,3925,2863,"[{'text': 'COVID19', 'indices': [101, 109]}]","[{'screen_name': 'Winnie_Byanyima', 'name': 'Winnie Byanyima', 'id': 355696940, 'id_str': '355696940', 'indices': [3, 19]}]","Kampala, Uganda"
2021-06-18 20:09:58+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ellen Johnson Sirleaf warns of the need to include refugees, IDPs and migrants in #COVID19 vaccines and treatment, if the pandemic is to be tackled effectively: https://t.co/Z76QWLcFsz #WithRefugees #WorldRefugeeDay https://t.co/Eozeu6ORqw",0.6,0.8,en,10.0,7.0,Rob  Wilson,roblwilson,3292,257,"[{'text': 'COVID19', 'indices': [97, 105]}]","[{'screen_name': 'TheElders', 'name': 'The Elders', 'id': 24671422, 'id_str': '24671422', 'indices': [3, 13]}]",Scotland
2021-06-18 20:10:15+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Everybody aged 18+ is now eligible for the #Covid19 vaccine.

Jenny has been to get her second dose of the vaccine, but Billy hasn't as he thinks he is immune to #Covid after having the virus. This isn't true. Jenny tells us more...👇

Book your vaccines: https://t.co/8zntK73oE9 https://t.co/zD2ckokbLq",0.0833333333333333,0.35,en,10.0,8.0,Prof Matt Ashton FFPH 🦠,DPH_MAshton,7968,1508,"[{'text': 'Covid19', 'indices': [61, 69]}]","[{'screen_name': 'lpoolcouncil', 'name': 'Liverpool City Council', 'id': 214476599, 'id_str': '214476599', 'indices': [3, 16]}]","Liverpool, England"
2021-06-18 20:10:28+00:00,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","When you receive a #COVID19 vaccine, it’s important to know when you are fully vaccinated. It’s not instant. COVID-19 vaccines teach our immune systems how to recognize and fight the virus that causes COVID-19. 
Learn more: https://t.co/FJMon7WlFO. https://t.co/Cr5i9wcfRb",0.3,0.7222222222222222,en,327.0,206.0,Henk Brinkman,LordBerepoot,50,247,"[{'text': 'COVID19', 'indices': [31, 39]}]","[{'screen_name': 'CDCgov', 'name': 'CDC', 'id': 146569971, 'id_str': '146569971', 'indices': [3, 10]}]","Groningen, Nederland"
2021-06-18 20:10:28+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Excited to be racing at @roadamerica this weekend. Come on another drive with me to #VaccinEquity &amp; #GoGiveOne to get vaccines to everyone, everywhere. Let's help vaccinate the world against #COVID19 https://t.co/Rg6ZOXLW97 @IndyCar @WHOFoundation @WHO https://t.co/HtrVKKviSQ",0.375,0.75,en,435.0,29.0,Brittany 🇺🇸🗽⚖🏳️‍🌈🏁,OklasotaGal,3088,4359,"[{'text': 'VaccinEquity', 'indices': [99, 112]}, {'text': 'GoGiveOne', 'indices': [119, 129]}]","[{'screen_name': 'RGrosjean', 'name': 'Romain Grosjean', 'id': 68674747, 'id_str': '68674747', 'indices': [3, 13]}, {'screen_name': 'roadamerica', 'name': 'Road America', 'id': 27930155, 'id_str': '27930155', 'indices': [39, 51]}]","Minnesota, USA"
2021-06-18 20:11:00+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Any politician promoting lockdowns, mask mandates &amp; vaccines as a solution to covid19, are in full support of UN Agenda 21 and the coming one world government, a New World Order.",0.2431818181818181,0.5022727272727273,en,50.0,19.0,We-Are-One,standup118,1631,3447,[],"[{'screen_name': 'Artemis2030', 'name': 'Artemis 2030 🇦🇺', 'id': 1327857595558756352, 'id_str': '1327857595558756352', 'indices': [3, 15]}]","Bristol, England"
2021-06-18 20:11:07+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Planning to get vaxxed and relax this summer? Here’s what you need to know about the length of time to full vaccination for each of the currently authorized #COVID19 vaccines. https://t.co/WRCmSHNs9r,0.175,0.475,en,16.0,10.0,theoriginalhare,rabbittopia,665,1877,[],"[{'screen_name': 'OHAOregon', 'name': 'OR Health Authority', 'id': 151175266, 'id_str': '151175266', 'indices': [3, 13]}]","Portland, OR"
2021-06-18 20:11:09+00:00,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Getting your #COVID19 vaccine in #Ottawa will get easier, starting next week. Tens of thousands of vaccines have arrived, appointments are being added and new clinics are opening up. #ottcity #ottnews

-@jillsonair &amp; @Matt_Bisson 

https://t.co/3A5Og784Jx https://t.co/RUCO6HnJeq",0.0454545454545454,0.1848484848484848,en,1.0,1.0,Matthew Bisson,Matt_Bisson,1878,1694,"[{'text': 'COVID19', 'indices': [29, 37]}, {'text': 'Ottawa', 'indices': [49, 56]}]","[{'screen_name': '957ELMNTFM', 'name': '95.7 ELMNT FM', 'id': 1001130590442143744, 'id_str': '1001130590442143744', 'indices': [3, 14]}]","Ottawa, Ontario"
2021-06-18 20:11:28+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Extremely concerning that YouTube does not allow a respected scientist to express his opinion &amp; fact about mRNA #vaccine #COVID19 

EVEN if he is the INVENTOR of mRNA vaccines 

Your next, whatever opinion you have that @YouTube or @Twitter disagrees with or the Government",-0.0625,0.5,en,7.0,5.0,Technological Singularity,ZJasko,1473,2621,[],"[{'screen_name': 'ModelYendofICE', 'name': 'Model Y - End of the ICE age', 'id': 964873845663522816, 'id_str': '964873845663522816', 'indices': [3, 18]}]",Germany
2021-06-18 20:12:07+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Vaccines – including the #COVID19 vaccine – have been developed, researched and tested to ensure the health of people around the world. Learn more about the 4 methods used to ensure the safety and efficacy of vaccines: https://t.co/G4FSJ3kK2S",0.3,0.4,en,11.0,7.0,TDS Health,tetondata,1035,2108,"[{'text': 'COVID19', 'indices': [43, 51]}]","[{'screen_name': 'ahahospitals', 'name': 'American Hospital Association', 'id': 241215352, 'id_str': '241215352', 'indices': [3, 16]}]",800.901.5494
2021-06-18 20:12:16+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",.@GovWhitmer announces state will open to full capacity on June 22. More than nine million vaccines administered as new COVID cases fall to one-year low. Read more in a recent update at https://t.co/lAVrdaGV47 and find #COVID19 news in Michigan at https://t.co/niRBexCYOy. https://t.co/lkqgfScVUK,0.2123376623376623,0.4363636363636363,en,420.0,131.0,Duane,DuaneRoz,550,2832,[],"[{'screen_name': 'migovernment', 'name': 'Michigan.gov', 'id': 16780392, 'id_str': '16780392', 'indices': [3, 16]}, {'screen_name': 'GovWhitmer', 'name': 'Governor Gretchen Whitmer', 'id': 102071743, 'id_str': '102071743', 'indices': [19, 30]}]","ÜT: 42.563614,-82.868639"
2021-06-18 20:13:11+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","“Will Schools and Day Cares Require Masks or COVID-19 Vaccines in Fall 2021?” - via @USATODAY -https://t.co/OZM6ylYnei
--
#COVID19 #covidvaccine  #vaxnews  #vaccines #vaccineswork #covid19vaccines  #COVID19vaccine #vaccination",0.0,0.0,en,1.0,2.0,KasiaHP,Kasia_HP,8175,5490,[],"[{'screen_name': 'Vaxyourfam', 'name': 'Vaccinate Your Family', 'id': 171934520, 'id_str': '171934520', 'indices': [3, 14]}, {'screen_name': 'USATODAY', 'name': 'USA TODAY', 'id': 15754281, 'id_str': '15754281', 'indices': [100, 109]}]","Las Vegas, NV"
2021-06-18 20:13:11+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","🚨Africa is ""in the midst of a full-blown third wave"" of coronavirus, the head of @WHOAFRO has warned

Cases have risen across the continent by more than 20% and deaths have also risen by 15% in the last week

@jriggers reports ~ 🧵
https://t.co/CRDhqPHFWM",0.1666666666666666,0.1888888888888888,en,576.0,640.0,Kelly Ashcroft,kelly_ashie,35,124,[],"[{'screen_name': 'TelGlobalHealth', 'name': 'Telegraph Global Health Security', 'id': 1149218984346230784, 'id_str': '1149218984346230784', 'indices': [3, 19]}, {'screen_name': 'WHOAFRO', 'name': 'WHO African Region', 'id': 544389588, 'id_str': '544389588', 'indices': [102, 110]}]",Western Australia
2021-06-18 20:13:39+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","This is happening now. We knew this was coming and have had months to scale up production. 

It's very difficult not to see lack of urgency in producing vaccines as profit over lives that could be saved. It's callous, cruel even, and will have profound inter-generational impact.",-0.5222222222222223,1.0,en,10.0,5.0,Sabina Basha 🇵🇸,SabinaBasha,4826,437,[],"[{'screen_name': 'SivaThambisetty', 'name': 'Dr Siva Thambisetty', 'id': 863082908, 'id_str': '863082908', 'indices': [3, 19]}]","Bengaluru, Mumbai"
2021-06-18 20:13:42+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","In this interview, I discuss the possible lab origin of SARS-CoV-2, the insanity of lockdowns, and how COVID-19 vaccines are being forced on people.
#SARSCoV2 #COVID19 #Lockdown #Vaccines
https://t.co/EUHZd1qzl0",-0.15,0.6,en,4.0,2.0,Cindy McCaffrey,cmccaff542,2469,3019,[],"[{'screen_name': 'jeremyrhammond', 'name': 'Jeremy R. Hammond', 'id': 164976578, 'id_str': '164976578', 'indices': [3, 18]}]",Michigan
2021-06-18 20:13:52+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","South Africa has recorded 10 510 new #coronavirus cases bringing the total to 1 796 589. The Department of Health has also reported 118 more deaths, bringing the total to 58 411. https://t.co/ipdMNdWmPV",0.1590909090909091,0.6136363636363636,en,37.0,30.0,Sonwabile,Qoboqobo3,5509,5776,"[{'text': 'coronavirus', 'indices': [51, 63]}]","[{'screen_name': 'SABCNews', 'name': 'SABC News', 'id': 25088746, 'id_str': '25088746', 'indices': [3, 12]}]","Rhabhula,kuQoboqobo"
2021-06-18 20:13:57+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","🚨Africa is ""in the midst of a full-blown third wave"" of coronavirus, the head of @WHOAFRO has warned

Cases have risen across the continent by more than 20% and deaths have also risen by 15% in the last week

@jriggers reports ~ 🧵
https://t.co/CRDhqPHFWM",0.1666666666666666,0.1888888888888888,en,578.0,641.0,Dallas~ BLM,dalinenean,221,647,[],"[{'screen_name': 'TelGlobalHealth', 'name': 'Telegraph Global Health Security', 'id': 1149218984346230784, 'id_str': '1149218984346230784', 'indices': [3, 19]}, {'screen_name': 'WHOAFRO', 'name': 'WHO African Region', 'id': 544389588, 'id_str': '544389588', 'indices': [102, 110]}]","Fresno, CA"
2021-06-18 20:14:16+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","🚨Africa is ""in the midst of a full-blown third wave"" of coronavirus, the head of @WHOAFRO has warned

Cases have risen across the continent by more than 20% and deaths have also risen by 15% in the last week

@jriggers reports ~ 🧵
https://t.co/CRDhqPHFWM",0.1666666666666666,0.1888888888888888,en,578.0,642.0,Priyamwada Vasantgadkar,gorinanu,1876,756,[],"[{'screen_name': 'TelGlobalHealth', 'name': 'Telegraph Global Health Security', 'id': 1149218984346230784, 'id_str': '1149218984346230784', 'indices': [3, 19]}, {'screen_name': 'WHOAFRO', 'name': 'WHO African Region', 'id': 544389588, 'id_str': '544389588', 'indices': [102, 110]}]",India
2021-06-18 20:14:21+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Indeed, it isn’t instant! It takes 2 weeks to become fully vaccinated after receiving your final dose of a #COVID19 vaccine. Mark your calendars 📅 &amp; wear a mask until you’re fully protected.",0.0,0.8333333333333333,en,202.0,83.0,Skatiq,Skatiq3,77,430,"[{'text': 'COVID19', 'indices': [124, 132]}]","[{'screen_name': 'CDCDirector', 'name': 'Rochelle Walensky, MD, MPH', 'id': 426909329, 'id_str': '426909329', 'indices': [3, 15]}]","Rustenburg, South Africa"
2021-06-18 20:14:22+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","""Africa is in the midst of a full-blown third wave,"" @MoetiTshidi said. ""The sobering trajectory of surging cases should draw everyone to urgent action. 

“We've seen, in India and elsewhere, how quickly Covid-19 can rebound and overwhelm health systems""
https://t.co/CemRZeIDYr",0.1444444444444444,0.1999999999999999,en,279.0,253.0,Priyamwada Vasantgadkar,gorinanu,1876,756,[],"[{'screen_name': 'TelGlobalHealth', 'name': 'Telegraph Global Health Security', 'id': 1149218984346230784, 'id_str': '1149218984346230784', 'indices': [3, 19]}, {'screen_name': 'MoetiTshidi', 'name': 'Dr Matshidiso Moeti', 'id': 2412739760, 'id_str': '2412739760', 'indices': [74, 86]}]",India
2021-06-18 20:15:21+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Palestinian Authority calls off agreement with Israel for 1 million #COVID19 vaccines, which it would exchange for similar number later this year, as jabs were set to expire
https://t.co/KN3vke3R4A",0.0,0.2,en,0.0,1.0,UNSNUK,UNSNUK,738,530,"[{'text': 'COVID19', 'indices': [84, 92]}]","[{'screen_name': 'DailySabah', 'name': 'DAILY SABAH', 'id': 2231905548, 'id_str': '2231905548', 'indices': [3, 14]}]","England, United Kingdom"
2021-06-18 20:15:51+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Next Africa: As the world’s richest countries ease coronavirus restrictions and prepare for a return to pre-pandemic life, Africa is in the grip of a rapidly escalating third wave. Click on this story to subscribe to our weekly newsletter.
https://t.co/zLr5TXZT4S",0.0,0.0,en,12.0,9.0,Kamlesh Bhuckory,KB2803,161,228,[],"[{'screen_name': 'BBGAfrica', 'name': 'Bloomberg Africa', 'id': 632923508, 'id_str': '632923508', 'indices': [3, 13]}]",Republic of Mauritius
2021-06-18 20:15:56+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","When you receive a #COVID19 vaccine, it’s important to know when you are fully vaccinated. It’s not instant. COVID-19 vaccines teach our immune systems how to recognize and fight the virus that causes COVID-19. 
Learn more: https://t.co/FJMon7WlFO. https://t.co/Cr5i9wcfRb",0.3,0.7222222222222222,en,328.0,207.0,Skatiq,Skatiq3,77,430,"[{'text': 'COVID19', 'indices': [31, 39]}]","[{'screen_name': 'CDCgov', 'name': 'CDC', 'id': 146569971, 'id_str': '146569971', 'indices': [3, 10]}]","Rustenburg, South Africa"
2021-06-18 20:16:05+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","South Africa has recorded 10 510 new #coronavirus cases bringing the total to 1 796 589. The Department of Health has also reported 118 more deaths, bringing the total to 58 411. https://t.co/ipdMNdWmPV",0.1590909090909091,0.6136363636363636,en,37.0,31.0,John Ramokgopa 🖋️📖,ramokgopajl,1267,3982,"[{'text': 'coronavirus', 'indices': [51, 63]}]","[{'screen_name': 'SABCNews', 'name': 'SABC News', 'id': 25088746, 'id_str': '25088746', 'indices': [3, 12]}]","Johannesburg, South Africa"
2021-06-18 20:16:05+00:00,"<a href=""http://www.nepalstream.com"" rel=""nofollow"">twinTweetbolt</a>","Another country out of vaccines, yet we could do so much better! Until rich nations level out the playing field by pushing pharma to maximize supply and then fairly share doses, #COVID19 will not be done with us. #Malawi #Nepal #TRIPSwaiver #JoinCTAP #PeoplesVaccine https://t.co/IzOPp3N572",0.5666666666666667,0.7166666666666667,en,1.0,1.0,ThisWeekInNepal (TWIN),thisweekinnepal,1605,1,[],"[{'screen_name': 'tamarynnelson', 'name': 'Tamaryn Nelson', 'id': 380592470, 'id_str': '380592470', 'indices': [3, 17]}]",Nepal
2021-06-18 20:16:57+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Any politician promoting lockdowns, mask mandates &amp; vaccines as a solution to covid19, are in full support of UN Agenda 21 and the coming one world government, a New World Order.",0.2431818181818181,0.5022727272727273,en,58.0,21.0,angela lambert😊,angelalambert14,1812,1218,[],"[{'screen_name': 'Artemis2030', 'name': 'Artemis 2030 🇦🇺', 'id': 1327857595558756352, 'id_str': '1327857595558756352', 'indices': [3, 15]}]",Marlborough
