created_at,source,original_text,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,screen_name,followers_count,friends_count,hashtags,user_mentions,place,score,hour,day
2021-06-18 20:10:28+00:00,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","when you receive a covid19 vaccine, it’s important to know when you are fully vaccinated. it’s not instant. covid-19 vaccines teach our immune systems how to recognize and fight the virus that causes covid-19. 
learn more: https://t.co/fjmon7wlfo. https://t.co/cr5i9wcfrb",0.3,0.7222222222222222,en,327.0,206.0,Henk Brinkman,LordBerepoot,50,247,#COVID19, 'CDC',"Groningen, Nederland",positive,20,18
2021-06-18 20:10:28+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","excited to be racing at @roadamerica this weekend. come on another drive with me to vaccinequity &amp; gogiveone to get vaccines to everyone, everywhere. let's help vaccinate the world against covid19 https://t.co/rg6zoxlw97 @indycar @whofoundation @who https://t.co/htrvkkvisq",0.375,0.75,en,435.0,29.0,Brittany 🇺🇸🗽⚖🏳️‍🌈🏁,OklasotaGal,3088,4359,#VaccinEquity #GoGiveOne #COVID19, 'Romain Grosjean',"Minnesota, USA",positive,20,18
2021-06-18 20:11:07+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",planning to get vaxxed and relax this summer? here’s what you need to know about the length of time to full vaccination for each of the currently authorized covid19 vaccines. https://t.co/wrcmshns9r,0.175,0.475,en,16.0,10.0,theoriginalhare,rabbittopia,665,1877,#COVID19, 'OR Health Authority',"Portland, OR",positive,20,18
2021-06-18 20:11:09+00:00,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","getting your covid19 vaccine in ottawa will get easier, starting next week. tens of thousands of vaccines have arrived, appointments are being added and new clinics are opening up. ottcity ottnews

-@jillsonair &amp; @matt_bisson 

https://t.co/3a5og784jx https://t.co/ruco6hnjeq",0.0454545454545454,0.1848484848484848,en,1.0,1.0,Matthew Bisson,Matt_Bisson,1878,1694,#COVID19 #Ottawa #ottcity #ottnews, '95.7 ELMNT FM',"Ottawa, Ontario",positive,20,18
2021-06-18 20:11:28+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","extremely concerning that youtube does not allow a respected scientist to express his opinion &amp; fact about mrna vaccine covid19 

even if he is the inventor of mrna vaccines 

your next, whatever opinion you have that @youtube or @twitter disagrees with or the government",-0.0625,0.5,en,7.0,5.0,Technological Singularity,ZJasko,1473,2621,#vaccine #COVID19, 'Model Y - End of the ICE age',Germany,negative,20,18
2021-06-18 20:12:07+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","vaccines – including the covid19 vaccine – have been developed, researched and tested to ensure the health of people around the world. learn more about the 4 methods used to ensure the safety and efficacy of vaccines: https://t.co/g4fsj3kk2s",0.3,0.4,en,11.0,7.0,TDS Health,tetondata,1035,2108,#COVID19, 'American Hospital Association',800.901.5494,positive,20,18
2021-06-18 20:12:16+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",.@govwhitmer announces state will open to full capacity on june 22. more than nine million vaccines administered as new covid cases fall to one-year low. read more in a recent update at https://t.co/lavrdagv47 and find covid19 news in michigan at https://t.co/nirbexcyoy. https://t.co/lkqgfscvuk,0.2123376623376623,0.4363636363636363,en,420.0,131.0,Duane,DuaneRoz,550,2832,#COVID19, 'Michigan.gov',"ÜT: 42.563614,-82.868639",positive,20,18
2021-06-18 20:13:42+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","in this interview, i discuss the possible lab origin of sars-cov-2, the insanity of lockdowns, and how covid-19 vaccines are being forced on people.
sarscov2 covid19 lockdown vaccines
https://t.co/euhzd1qzl0",-0.15,0.6,en,4.0,2.0,Cindy McCaffrey,cmccaff542,2469,3019,#SARSCoV2 #COVID19 #Lockdown #Vaccines, 'Jeremy R. Hammond',Michigan,negative,20,18
2021-06-18 20:13:52+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","south africa has recorded 10 510 new coronavirus cases bringing the total to 1 796 589. the department of health has also reported 118 more deaths, bringing the total to 58 411. https://t.co/ipdmndwmpv",0.1590909090909091,0.6136363636363636,en,37.0,30.0,Sonwabile,Qoboqobo3,5509,5776,#coronavirus, 'SABC News',"Rhabhula,kuQoboqobo",positive,20,18
2021-06-18 20:15:56+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","when you receive a covid19 vaccine, it’s important to know when you are fully vaccinated. it’s not instant. covid-19 vaccines teach our immune systems how to recognize and fight the virus that causes covid-19. 
learn more: https://t.co/fjmon7wlfo. https://t.co/cr5i9wcfrb",0.3,0.7222222222222222,en,328.0,207.0,Skatiq,Skatiq3,77,430,#COVID19, 'CDC',"Rustenburg, South Africa",positive,20,18
2021-06-18 20:16:05+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","south africa has recorded 10 510 new coronavirus cases bringing the total to 1 796 589. the department of health has also reported 118 more deaths, bringing the total to 58 411. https://t.co/ipdmndwmpv",0.1590909090909091,0.6136363636363636,en,37.0,31.0,John Ramokgopa 🖋️📖,ramokgopajl,1267,3982,#coronavirus, 'SABC News',"Johannesburg, South Africa",positive,20,18
2021-06-18 20:16:05+00:00,"<a href=""http://www.nepalstream.com"" rel=""nofollow"">twinTweetbolt</a>","another country out of vaccines, yet we could do so much better! until rich nations level out the playing field by pushing pharma to maximize supply and then fairly share doses, covid19 will not be done with us. malawi nepal tripswaiver joinctap peoplesvaccine https://t.co/izopp3n572",0.5666666666666667,0.7166666666666667,en,1.0,1.0,ThisWeekInNepal (TWIN),thisweekinnepal,1605,1,#COVID19 #Malawi #Nepal #TRIPSwaiver #JoinCTAP #PeoplesVaccine, 'Tamaryn Nelson',Nepal,positive,20,18
2021-06-18 20:17:01+00:00,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","please do your research first if you read or see something about vaccines or covid19 that sounds unusual.

spreading disinfo means people won’t get vaccinated out of fear.

that will lead to more deaths.

america’s frontline doctors: not to be trusted.

https://t.co/jy0kgprqrs https://t.co/1yq1er5fcq",0.3166666666666666,0.611111111111111,en,19.0,16.0,Stone Cold Pillar,StoneColdPillar,14955,16580,#covid19, '🌪Dr.Clare MD ❤️🧡💛💚💙💜',"California, USA",positive,20,18
2021-06-18 20:17:07+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","we are dying! ugandans need the world to stand with them. we need oxygen, ppes, covid19 vaccines and money to pay our over-stretched health workers.
world, we need each other! 

oxygen failure kills 30 covid patients at mulago  https://t.co/o1k0iugf6z via @dailymonitor",-0.2364583333333333,0.3375,en,935.0,524.0,mwebaze joseph abubannks,MAbubannks,1344,2707,#COVID19, 'Winnie Byanyima',"Kampala, Uganda",negative,20,18
2021-06-18 20:17:32+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","africa is in the midst of a full blown third wave. the sobering trajectory of surging cases should rouse everyone into urgent action. 

we’ve seen in india and elsewhere just how quickly covid19 can rebound and overwhelm health systems. https://t.co/aiqrgcuk1x",0.1958333333333333,0.2875,en,133.0,118.0,CCOW (England),CCOWinfo,863,1494,#COVID19, 'Dr Matshidiso Moeti',England,positive,20,18
2021-06-18 20:17:42+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","you can get a covid19 vaccine and other vaccines, including flu and shingles, at the same visit. you no longer need to wait 14 days between vaccines. side effects are the same if vaccines are given alone or together. 
 
more about vaccine timing: https://t.co/bv3mn5xdle. https://t.co/rwrrzhkdeg",0.09375,0.28125,en,149.0,91.0,Lisa Fasano,lfasano,258,597,#COVID19, 'CDC',San Francisco,positive,20,18
2021-06-18 20:17:48+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",museveni says uganda's covid19 vaccine will be better than all the existing vaccines because it covers all the existing variants. the ugandan vaccine has been administered to 70 patients and 58 have so far recovered. vaccine will soon hit the 120-patient threshold m7address,0.3,0.75,en,46.0,16.0,Mr. Nice Guy,majorBILLYB,2142,500,#Uganda's #COVID19 #M7Address, 'The Observer',Secret society,positive,20,18
2021-06-18 20:17:59+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","excited to be racing at @roadamerica this weekend. come on another drive with me to vaccinequity &amp; gogiveone to get vaccines to everyone, everywhere. let's help vaccinate the world against covid19 https://t.co/rg6zoxlw97 @indycar @whofoundation @who https://t.co/htrvkkvisq",0.375,0.75,en,438.0,30.0,"Ye Olde, Pharm.D",mvineburg,695,1481,#VaccinEquity #GoGiveOne #COVID19, 'Romain Grosjean',"Milwaukee, WI",positive,20,18
2021-06-18 20:18:00+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vax nevada days: the state is launching the new initiative as an incentive for nevadans to get covid19 vaccines and reward those who've been vaccinated. $5 million in cash and college tuition available including a $1 million grand prize. info at https://t.co/75zi7prrye.

vegas https://t.co/zq2mz4p1dh",0.3454545454545454,0.6181818181818182,en,97.0,35.0,Your Fav Muslim Auntie 🌹,JilanInVegas,1143,890,#COVID19 #Vaccinated. #Vegas, 'Clark County Nevada',"East side of Vegas, NV",positive,20,18
2021-06-18 20:18:05+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","you can get a covid19 vaccine and other vaccines, including flu and shingles, at the same visit. you no longer need to wait 14 days between vaccines. side effects are the same if vaccines are given alone or together. 
 
more about vaccine timing: https://t.co/bv3mn5xdle. https://t.co/rwrrzhkdeg",0.09375,0.28125,en,149.0,92.0,👽,Andrew23577805,169,793,#COVID19, 'CDC',"West of lost, north of nowhere",positive,20,18
2021-06-18 20:18:28+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ernreconnet meeting: sle and covid19 vaccines 

that's the reason why erns were developed...

patientsinvolvement bestpractices for people living with systemiclupuserythematosus https://t.co/ijluiiioyn",0.1,0.3,en,14.0,7.0,Hélène Le Borgne,HeleneLBorgne,987,5001,#ERNReCONNET #SLE #COVID19 #vaccines #patientsinvolvement #bestpractices #SystemicLupusErythematosus, 'ERN ReCONNET 🇪🇺',"Brussels, Gent, Brest",positive,20,18
2021-06-18 20:19:22+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","how do we know covid19 vaccines are safe?

cdc &amp; @us_fda have safety monitoring systems to make sure every vaccine is as safe as possible. one system, vaers, records adverse events from patients and doctors and can signal a potential safety issue. more: https://t.co/xse61xdkce. https://t.co/meregynkpk",0.3333333333333333,0.7314814814814815,en,86.0,45.0,Greenwood Leflore,GLHnetwork,159,364,#COVID19, 'CDC',Greenwood Mississippi,positive,20,18
2021-06-18 20:20:00+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","we are dying! ugandans need the world to stand with them. we need oxygen, ppes, covid19 vaccines and money to pay our over-stretched health workers.
world, we need each other! 

oxygen failure kills 30 covid patients at mulago  https://t.co/o1k0iugf6z via @dailymonitor",-0.2364583333333333,0.3375,en,935.0,525.0,Yogendra B. Shakya (He/Him),yshakya,803,1875,#COVID19, 'Winnie Byanyima',Toronto,negative,20,18
2021-06-18 20:20:14+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","you can get a covid19 vaccine and other vaccines, including flu and shingles, at the same visit. you no longer need to wait 14 days between vaccines. side effects are the same if vaccines are given alone or together. 
 
more about vaccine timing: https://t.co/bv3mn5xdle. https://t.co/rwrrzhkdeg",0.09375,0.28125,en,150.0,93.0,The Reflection of Light,unoankh,3008,4577,#COVID19, 'CDC',EARTH ,positive,20,18
2021-06-18 20:20:20+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",families who have been displaced from their homes have even less protection against covid19. africa is on the brink of a third wave. g7 leaders must follow through on their promise of donating 1bn vaccines - immediately. https://t.co/caurhkxxu3,-0.0833333333333333,0.0333333333333333,en,4.0,2.0,ShelterBox NZ,ShelterBoxNZ,821,1404,#covid19. #Africa #G7 #vaccines, 'ShelterBox',Dunedin - New Zealand,negative,20,18
2021-06-18 20:20:21+00:00,"<a href=""http://naattuvartha.byethost33.com"" rel=""nofollow"">Naattuvartha</a>",families who have been displaced from their homes have even less protection against covid19. africa is on the brink of a third wave. g7 leaders must follow through on their promise of donating 1bn vaccines - immediately. https://t.co/caurhkxxu3,-0.0833333333333333,0.0333333333333333,en,4.0,3.0,#StayHome,viralvideovlogs,6857,4582,#covid19. #Africa #G7 #vaccines, 'ShelterBox',കേരളം,negative,20,18
2021-06-18 20:21:54+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","south africa has recorded 10 510 new coronavirus cases bringing the total to 1 796 589. the department of health has also reported 118 more deaths, bringing the total to 58 411. https://t.co/ipdmndwmpv",0.1590909090909091,0.6136363636363636,en,39.0,32.0,Pandy,Pandy_Ru,4077,775,#coronavirus, 'SABC News',South Africa,positive,20,18
2021-06-18 20:22:41+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","tonight, we reached the 200,000 💉mark, as another 20,000 covid19 vaccines touched down in nadi. these form part of the 1 million committed safe &amp; effective 🇦🇺-made astrazeneca vaccines to our 🇫🇯 vuvale. vinaka to all who help make this happen. teamfiji togetherwecan https://t.co/towwbologb",0.3148148148148148,0.5296296296296297,en,254.0,64.0,TEVITA T EL,nasawanakid,19,501,#COVID19 #AstraZeneca #vuvale. #TeamFiji #TogetherWeCan, 'John Feakes',Savusavu  Fiji,positive,20,18
2021-06-18 20:23:05+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","africa is in the midst of a full blown third wave. the sobering trajectory of surging cases should rouse everyone into urgent action. 

we’ve seen in india and elsewhere just how quickly covid19 can rebound and overwhelm health systems.",0.1958333333333333,0.2875,en,135.0,119.0,Hacked Off Lou 💙🇪🇺🌍,SfpLouise,2838,5005,#COVID19, 'Dr Matshidiso Moeti',"South West, England",positive,20,18
2021-06-18 20:24:39+00:00,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","i’m pleased to welcome the wecandothis bus to atlanta today! remember, there are 3 easy ways to find a covid19 vaccine near you:  
🔍 search https://t.co/d2pdwips8o  
📱text your zip code to 438829  
📞 call 1-800-232-0233 https://t.co/ammcmmctip",0.5083333333333333,0.7833333333333333,en,810.0,269.0,Spanky,Gmaontherun,138,371,#WeCanDoThis #COVID19, 'Rochelle Walensky,"Ohio, USA",positive,20,18
2021-06-18 20:24:43+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","👇👇👇

people are free to believe that covid19 is a hoax, and to argue that vaccines are a plot...but there is no constitutional right to put other people’s health at risk. as such, there are places where you should not work unless you are vaccinated.

https://t.co/xivwoctrfp",0.1401785714285714,0.5526785714285715,en,215.0,47.0,marnw,marn_1966,291,410,#COVID19, 'Nathan Stall',central ontario,positive,20,18
2021-06-18 20:25:26+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","africa needs millions more doses here &amp; now to curb the third wave.

in the midst of a third wave of covid19 cases in africa, dr @moetitshidi calls out for much-needed covid-19 vaccine doses during this critical time. https://t.co/kudpxpqq22",0.125,0.325,en,73.0,60.0,Jillard Faber,JillardFaber,334,485,"#COVID19 #Africa,", 'WHO African Region',Drachten,positive,20,18
2021-06-18 20:25:43+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","in a small convenience sample, covid19 mrna vaccines were immunogenic in pregnant and lactating women and induced immune responses against sarscov2 variants https://t.co/bvnapq2vj9",0.0416666666666666,0.45,en,31.0,22.0,Sally Fereday CFIRM,SallyFereday,6267,498,#COVID19 #SARSCoV2, 'JAMA',London,positive,20,18
2021-06-18 20:25:54+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","the gc provided an update on covid19 and indigenous communities. 687 first nations, inuit and territorial communities are rolling out vaccines, and more than 578,100 doses have been administered. https://t.co/hchko0vqqv allinthistogether https://t.co/6l2wqj4ebk",0.375,0.4166666666666666,en,4.0,4.0,Greg Johansen 🇩🇰⚽️🇨🇦🏳️‍🌈🇵🇸🎾,johangreg,3707,1522,#GC #COVID19 #Indigenous #AllInThisTogether, 'Minister Marc Miller',"Calgary, Alberta",positive,20,18
2021-06-18 20:26:56+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",promising news from the @gavi covax amc summit as they have exceeded today’s fundraising target. this means more people in lower-income countries will have greater access to life-saving covid19 vaccines. the @gatesfoundation pledged an additional $50m as well,0.3999999999999999,0.5,en,1096.0,140.0,Michael Javier Husan,MichaelJ341,159,435,#COVAX #COVID19, 'Mark Suzman',"Dallas, TX",positive,20,18
2021-06-18 20:27:11+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","👇👇👇

people are free to believe that covid19 is a hoax, and to argue that vaccines are a plot...but there is no constitutional right to put other people’s health at risk. as such, there are places where you should not work unless you are vaccinated.

https://t.co/xivwoctrfp",0.1401785714285714,0.5526785714285715,en,215.0,48.0,Brian MacDonald,BrianMacDonald5,603,2689,#COVID19, 'Nathan Stall',Toronto Ontario,positive,20,18
2021-06-18 20:27:19+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","the @actaccelerator, an unprecedented global alliance to develop &amp; deliver the tests, treatments &amp; vaccines the 🌐 needs to fight covid19, marks its first anniversary today with a special report on its progress &amp; aims for 2021:
👉https://t.co/glfbhumxha

https://t.co/dv4is4m7es",0.3017857142857142,0.4511904761904762,en,3966.0,747.0,Michael Javier Husan,MichaelJ341,159,435,"#COVID19,", 'World Health Organization (WHO)',"Dallas, TX",positive,20,18
2021-06-18 20:28:36+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","i’m pleased to welcome the wecandothis bus to atlanta today! remember, there are 3 easy ways to find a covid19 vaccine near you:  
🔍 search https://t.co/d2pdwips8o  
📱text your zip code to 438829  
📞 call 1-800-232-0233 https://t.co/ammcmmctip",0.5083333333333333,0.7833333333333333,en,813.0,270.0,mark stephens,chinwind1,426,126,#WeCanDoThis #COVID19, 'Rochelle Walensky,Melbourne Australia,positive,20,18
2021-06-18 20:29:00+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","8,911,332 doses of covid19 vaccine have been administered citywide, including:

• 4,630,909 first doses
• 3,900,158 second doses
• 380,265 single doses

vaccines = freedom. help us finish this fight.

➡️ https://t.co/kwhev8k9bt
➡️ https://t.co/m175draig0",0.0595238095238095,0.1825396825396825,en,4.0,1.0,Mark Whalan,MWhalan,3998,4998,#COVID19, 'Mayor Bill de Blasio',Kiama,positive,20,18
2021-06-18 20:29:00+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","africa is in the midst of a full blown third wave. the sobering trajectory of surging cases should rouse everyone into urgent action. 

we’ve seen in india and elsewhere just how quickly covid19 can rebound and overwhelm health systems.",0.1958333333333333,0.2875,en,136.0,120.0,Lost |🇵🇸,JustSxbs,488,413,#COVID19, 'Dr Matshidiso Moeti',"FUCK ISRAEL, FREE PALESTINE",positive,20,18
2021-06-18 20:29:08+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","on international women’s day, join me in celebrating some of the inspiring women who made covid19 vaccines possible. know their names and the work they’ve done to get us to this point. drumroll please...🥁 iwd2021",0.1666666666666666,0.6666666666666666,en,1621.0,275.0,Michael Javier Husan,MichaelJ341,159,435,#COVID19 #IWD2021, 'Anita Zaidi',"Dallas, TX",positive,20,18
2021-06-18 20:29:11+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","israel will deliver more than a million doses of covid19 vaccines to the palestinian authority to help it fight the corona pandemic.

the 1st delivery, consisting of 100,000 vaccines, was transfered to the pa friday afternoon through bitunia crossing.
https://t.co/7m3lwwr1j9",0.5,0.5,en,450.0,182.0,✨,egrrienemr,940,779,#COVID19, 'Israel Foreign Ministry',Scotland,positive,20,18
2021-06-18 20:29:22+00:00,"<a href=""http://naattuvartha.byethost33.com"" rel=""nofollow"">Naattuvartha</a>","ontario administered 205,062 covid19 vaccines so far today. 84% were 2nd doses.

thousands of people are essential in making a big vaccine day like this happen. thank you to all involved.

(lake superior iii, by lawren harris) https://t.co/aprcf2fynr",0.1599999999999999,0.4600000000000001,en,3251.0,211.0,#StayHome,viralvideovlogs,6856,4582,#COVID19, 'Isaac Bogoch',കേരളം,positive,20,18
2021-06-18 20:29:56+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","africa is in the midst of a full blown third wave. the sobering trajectory of surging cases should rouse everyone into urgent action. 

we’ve seen in india and elsewhere just how quickly covid19 can rebound and overwhelm health systems.",0.1958333333333333,0.2875,en,136.0,121.0,Abdul Wasim,awasim04,77,121,#COVID19, 'Dr Matshidiso Moeti',"Kolkata, India",positive,20,18
2021-06-18 20:29:58+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","please do your research first if you read or see something about vaccines or covid19 that sounds unusual.

spreading disinfo means people won’t get vaccinated out of fear.

that will lead to more deaths.

america’s frontline doctors: not to be trusted.

https://t.co/jy0kgprqrs https://t.co/1yq1er5fcq",0.3166666666666666,0.611111111111111,en,20.0,17.0,Holly Williams,hwilliams0085,955,2006,#covid19, '🌪Dr.Clare MD ❤️🧡💛💚💙💜',Northern California,positive,20,18
2021-06-18 20:31:34+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","i’m pleased to welcome the wecandothis bus to atlanta today! remember, there are 3 easy ways to find a covid19 vaccine near you:  
🔍 search https://t.co/d2pdwips8o  
📱text your zip code to 438829  
📞 call 1-800-232-0233 https://t.co/ammcmmctip",0.5083333333333333,0.7833333333333333,en,816.0,271.0,"Kim Johnson, M.Ed.",macchica26,1937,2217,#WeCanDoThis #COVID19, 'Rochelle Walensky,"Maple Grove, MN",positive,20,18
2021-06-18 20:31:53+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","covid19sk update for june 18: 961,997 vaccines administered, 98 new cases, 95 recoveries, 81 in hospital, one new death
 
current 7-day average: 78 (6.4 per 100,000)
 
full details: https://t.co/1tcwqc5fhe

covid-19 dashboard: https://t.co/kvbugti65o https://t.co/iptw6a82ez",0.0945454545454545,0.4518181818181818,en,8.0,6.0,prairieMétiswife 💜gracie,m_larock,1494,4762,#COVID19SK, 'Government of Saskatchewan',Land of Living Skies & Bannock,positive,20,18
2021-06-18 20:32:33+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",biocubafarma says phase 3 clinical trial results for cuban covid19 vaccines are due out in a few days. soberana02 (with and without booster) and abdala were tested in 85k+ volunteers in havana and eastern cuba. @biocubafarma @finlayinstituto @cda_dc @wola_org @aperezriverol https://t.co/gkrwldjx1m,-0.1625,0.2375,en,68.0,40.0,CubaBusinessReport,CubaReport,2813,1208,#Cuban #COVID19 #vaccines, 'GailReedMEDICC',"Havana, Cuba",negative,20,18
2021-06-18 20:32:42+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fridayvaccinefacts: what is bringingsummerback?

bring summer back is a fun, flexible, community-centered approach to providing safe and effective covid-19 vaccines to those 12+ in nc. 

learn more at https://t.co/cb9eqr5avp https://t.co/k4xucmgkpy",0.38,0.4,en,12.0,5.0,Patrick Pruitt,PatrickP_Viking,305,117,#FridayVaccineFacts: #BringingSummerBack?, 'NCDHHS',"Durham, NC",positive,20,18
2021-06-18 20:32:51+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","africa needs millions more doses here &amp; now to curb the third wave.

in the midst of a third wave of covid19 cases in africa, dr @moetitshidi calls out for much-needed covid-19 vaccine doses during this critical time. https://t.co/kudpxpqq22",0.125,0.325,en,75.0,61.0,Aissata DE 😷,DeAissata,2119,314,"#COVID19 #Africa,", 'WHO African Region',Banjul,positive,20,18
2021-06-18 20:33:00+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","you can get a covid19 vaccine and other vaccines, including flu and shingles, at the same visit. you no longer need to wait 14 days between vaccines. side effects are the same if vaccines are given alone or together. 
 
more about vaccine timing: https://t.co/bv3mn5xdle. https://t.co/rwrrzhkdeg",0.09375,0.28125,en,151.0,96.0,John H. Randall,JohnHRandall1,10,76,#COVID19, 'CDC',"Green Bay, Wisconsin",positive,20,18
2021-06-18 20:33:23+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","it's true: covid19 vaccines will not give you the virus. the vaccines teach your body how to react, so you have the best immunity if you ever come in contact with the virus. 

isaidyesga vaccinatega https://t.co/6daydfkrzj",0.675,0.475,en,6.0,7.0,GEORGIA CEAL,GEORGIA_CEAL,29,54,#COVID19 #ISaidYesGA #VaccinateGA, 'GaDeptPublicHealth',"Atlanta,Ga",positive,20,18
2021-06-18 20:33:48+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","8,911,332 doses of covid19 vaccine have been administered citywide, including:

• 4,630,909 first doses
• 3,900,158 second doses
• 380,265 single doses

vaccines = freedom. help us finish this fight.

➡️ https://t.co/kwhev8k9bt
➡️ https://t.co/m175draig0",0.0595238095238095,0.1825396825396825,en,7.0,2.0,Manuel Cardona,Manolincardona,40,409,#COVID19, 'Mayor Bill de Blasio',"New York, The Empire State.",positive,20,18
2021-06-18 20:34:30+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","👇👇👇

people are free to believe that covid19 is a hoax, and to argue that vaccines are a plot...but there is no constitutional right to put other people’s health at risk. as such, there are places where you should not work unless you are vaccinated.

https://t.co/xivwoctrfp",0.1401785714285714,0.5526785714285715,en,216.0,49.0,london 🇨🇦/🇵🇹,boylondon402,322,744,#COVID19, 'Nathan Stall',Toronto,positive,20,18
2021-06-18 20:34:54+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","‼️ ema’s third regular press conference on covid19 vaccines and treatments will be broadcast live 🔴today, june 17, from 16:00 cest https://t.co/yu1ob7fhcr

emapresser https://t.co/aa3damxnmr",0.0454545454545454,0.1923076923076923,en,51.0,26.0,Tony Thijs,OpenMarketingTV,18753,20134,#COVID19 #EMAPresser, 'EU Medicines Agency',Amsterdam,positive,20,18
2021-06-18 20:34:54+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","there are now 16 covid19 vaccines being rolled out worldwide.

but as the virus continues to evolve, here is why we can’t pull the plug on research into new vaccines and therapeutics✏️@gavi⤵️
https://t.co/3gcbmxjxc5",0.1363636363636363,0.4545454545454545,en,21.0,2.0,Lennart Pyritz,LennartPyritz,590,748,#COVID19, 'CEPI',"Köln, Deutschland",positive,20,18
